Indicator,Unit,Subgroup,Area,Area ID,Time Period,Source,Data Value,Footnotes
Pear millet production,tonnes,A1,Zimbabwe,AFRZWE,2011,ZIMSTAT_Agriculture Section_-,4226,
Pear millet production,tonnes,A2,Zimbabwe,AFRZWE,2011,ZIMSTAT_Agriculture Section_-,8,
Pear millet production,tonnes,Communal,Zimbabwe,AFRZWE,2011,ZIMSTAT_Agriculture Section_-,23921,
Pear millet production,tonnes,LSCF,Zimbabwe,AFRZWE,2011,ZIMSTAT_Agriculture Section_-,0,
Pear millet production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2011,ZIMSTAT_Agriculture Section_-,326,
Pear millet production,tonnes,SSCF,Zimbabwe,AFRZWE,2011,ZIMSTAT_Agriculture Section_-,62,
Pear millet production,tonnes,Total ,Zimbabwe,AFRZWE,2011,ZIMSTAT_Agriculture Section_-,28544,
Pear millet production,tonnes,A1,Zimbabwe,AFRZWE,2012,ZIMSTAT_Agriculture Section_-,3703,
Pear millet production,tonnes,A2,Zimbabwe,AFRZWE,2012,ZIMSTAT_Agriculture Section_-,26,
Pear millet production,tonnes,Communal,Zimbabwe,AFRZWE,2012,ZIMSTAT_Agriculture Section_-,24497,
Pear millet production,tonnes,LSCF,Zimbabwe,AFRZWE,2012,ZIMSTAT_Agriculture Section_-,0,
Pear millet production,tonnes,Resettlement areas,Zimbabwe,AFRZWE,2012,ZIMSTAT_Agriculture Section_-,285,
Pear millet production,tonnes,SSCF,Zimbabwe,AFRZWE,2012,ZIMSTAT_Agriculture Section_-,86,
Pear millet production,tonnes,Total ,Zimbabwe,AFRZWE,2012,ZIMSTAT_Agriculture Section_-,28596,
Pear millet production,tonnes,A1,Zimbabwe,AFRZWE,2013,ZIMSTAT_Agriculture Section_-,6252,
Pear millet production,tonnes,A2,Zimbabwe,AFRZWE,2013,ZIMSTAT_Agriculture Section_-,10,
Pear millet production,tonnes,LSCF,Zimbabwe,AFRZWE,2013,ZIMSTAT_Agriculture Section_-,0,
Pear millet production,tonnes,SSCF,Zimbabwe,AFRZWE,2013,ZIMSTAT_Agriculture Section_-,131,
Pear millet production,tonnes,A1,Zimbabwe,AFRZWE,2014,ZIMSTAT_Agriculture Section_-,5892,
Pear millet production,tonnes,A2,Zimbabwe,AFRZWE,2014,ZIMSTAT_Agriculture Section_-,10,
Pear millet production,tonnes,LSCF,Zimbabwe,AFRZWE,2014,ZIMSTAT_Agriculture Section_-,189,
Pear millet production,tonnes,SSCF,Zimbabwe,AFRZWE,2014,ZIMSTAT_Agriculture Section_-,206,
Pear millet production,tonnes,A1,Zimbabwe,AFRZWE,2015,ZIMSTAT_Agriculture Section_-,728,
Pear millet production,tonnes,A2,Zimbabwe,AFRZWE,2015,ZIMSTAT_Agriculture Section_-,7,
Pear millet production,tonnes,LSCF,Zimbabwe,AFRZWE,2015,ZIMSTAT_Agriculture Section_-,1,
Pear millet production,tonnes,SSCF,Zimbabwe,AFRZWE,2015,ZIMSTAT_Agriculture Section_-,42,
HIV prevelance among children age 0-14,Percent,Rural,Zimbabwe,AFRZWE,2015,ZIMSTAT_ZDHS_2015,1.8,
HIV prevelance among children age 0-14,Percent,Rural Female,Zimbabwe,AFRZWE,2015,ZIMSTAT_ZDHS_2015,1.9,
HIV prevelance among children age 0-14,Percent,Rural Male,Zimbabwe,AFRZWE,2015,ZIMSTAT_ZDHS_2015,1.7,
HIV prevelance among children age 0-14,Percent,Total ,Zimbabwe,AFRZWE,2015,ZIMSTAT_ZDHS_2015,1.8,
HIV prevelance among children age 0-14,Percent,Total Female,Zimbabwe,AFRZWE,2015,ZIMSTAT_ZDHS_2015,2,
HIV prevelance among children age 0-14,Percent,Total Male,Zimbabwe,AFRZWE,2015,ZIMSTAT_ZDHS_2015,1.7,
HIV prevelance among children age 0-14,Percent,Urban,Zimbabwe,AFRZWE,2015,ZIMSTAT_ZDHS_2015,2,
HIV prevelance among children age 0-14,Percent,Urban Female,Zimbabwe,AFRZWE,2015,ZIMSTAT_ZDHS_2015,2.1,
HIV prevelance among children age 0-14,Percent,Urban Male,Zimbabwe,AFRZWE,2015,ZIMSTAT_ZDHS_2015,1.8,
HIV prevelance among children age 0-14,Percent,Female,Manicaland,AFRZWE001,2015,ZIMSTAT_ZDHS_2015,1.8,
HIV prevelance among children age 0-14,Percent,Male,Manicaland,AFRZWE001,2015,ZIMSTAT_ZDHS_2015,1,
HIV prevelance among children age 0-14,Percent,Total ,Manicaland,AFRZWE001,2015,ZIMSTAT_ZDHS_2015,1.4,
HIV prevelance among children age 0-14,Percent,Female,Mashonaland Central,AFRZWE002,2015,ZIMSTAT_ZDHS_2015,0.9,
HIV prevelance among children age 0-14,Percent,Male,Mashonaland Central,AFRZWE002,2015,ZIMSTAT_ZDHS_2015,1.1,
HIV prevelance among children age 0-14,Percent,Total ,Mashonaland Central,AFRZWE002,2015,ZIMSTAT_ZDHS_2015,1,
HIV prevelance among children age 0-14,Percent,Female,Mashonaland East,AFRZWE003,2015,ZIMSTAT_ZDHS_2015,2.1,
HIV prevelance among children age 0-14,Percent,Male,Mashonaland East,AFRZWE003,2015,ZIMSTAT_ZDHS_2015,2.5,
HIV prevelance among children age 0-14,Percent,Total ,Mashonaland East,AFRZWE003,2015,ZIMSTAT_ZDHS_2015,2.3,
HIV prevelance among children age 0-14,Percent,Female,Mashonaland West,AFRZWE004,2015,ZIMSTAT_ZDHS_2015,2.7,
HIV prevelance among children age 0-14,Percent,Male,Mashonaland West,AFRZWE004,2015,ZIMSTAT_ZDHS_2015,1.5,
HIV prevelance among children age 0-14,Percent,Total ,Mashonaland West,AFRZWE004,2015,ZIMSTAT_ZDHS_2015,2.1,
HIV prevelance among children age 0-14,Percent,Female,Matabeleland North,AFRZWE005,2015,ZIMSTAT_ZDHS_2015,3.3,
HIV prevelance among children age 0-14,Percent,Male,Matabeleland North,AFRZWE005,2015,ZIMSTAT_ZDHS_2015,3.2,
HIV prevelance among children age 0-14,Percent,Total ,Matabeleland North,AFRZWE005,2015,ZIMSTAT_ZDHS_2015,3.2,
HIV prevelance among children age 0-14,Percent,Female,Matabeleland South,AFRZWE006,2015,ZIMSTAT_ZDHS_2015,2.1,
HIV prevelance among children age 0-14,Percent,Male,Matabeleland South,AFRZWE006,2015,ZIMSTAT_ZDHS_2015,2.4,
HIV prevelance among children age 0-14,Percent,Total ,Matabeleland South,AFRZWE006,2015,ZIMSTAT_ZDHS_2015,2.2,
HIV prevelance among children age 0-14,Percent,Female,Midlands,AFRZWE007,2015,ZIMSTAT_ZDHS_2015,2,
HIV prevelance among children age 0-14,Percent,Male,Midlands,AFRZWE007,2015,ZIMSTAT_ZDHS_2015,2.5,
HIV prevelance among children age 0-14,Percent,Total ,Midlands,AFRZWE007,2015,ZIMSTAT_ZDHS_2015,2.2,
HIV prevelance among children age 0-14,Percent,Female,Masvingo,AFRZWE008,2015,ZIMSTAT_ZDHS_2015,1.5,
HIV prevelance among children age 0-14,Percent,Male,Masvingo,AFRZWE008,2015,ZIMSTAT_ZDHS_2015,1.76,
HIV prevelance among children age 0-14,Percent,Total ,Masvingo,AFRZWE008,2015,ZIMSTAT_ZDHS_2015,1.5,
HIV prevelance among children age 0-14,Percent,Female,Harare,AFRZWE009,2015,ZIMSTAT_ZDHS_2015,2.4,
HIV prevelance among children age 0-14,Percent,Male,Harare,AFRZWE009,2015,ZIMSTAT_ZDHS_2015,1.2,
HIV prevelance among children age 0-14,Percent,Total ,Harare,AFRZWE009,2015,ZIMSTAT_ZDHS_2015,1.9,
HIV prevelance among children age 0-14,Percent,Female,Bulawayo,AFRZWE010,2015,ZIMSTAT_ZDHS_2015,0.6,
HIV prevelance among children age 0-14,Percent,Male,Bulawayo,AFRZWE010,2015,ZIMSTAT_ZDHS_2015,1.7,
HIV prevelance among children age 0-14,Percent,Total ,Bulawayo,AFRZWE010,2015,ZIMSTAT_ZDHS_2015,1.1,
Finger millet yield,kg/ha,Communal,Zimbabwe,AFRZWE,1996,ZIMSTAT_Agriculture Section_-,440,
Finger millet yield,kg/ha,LSCF,Zimbabwe,AFRZWE,1996,ZIMSTAT_Agriculture Section_-,1367,
Finger millet yield,kg/ha,Resettlement areas,Zimbabwe,AFRZWE,1996,ZIMSTAT_Agriculture Section_-,746,
Finger millet yield,kg/ha,SSCF,Zimbabwe,AFRZWE,1996,ZIMSTAT_Agriculture Section_-,433,
Finger millet yield,kg/ha,Total ,Zimbabwe,AFRZWE,1996,ZIMSTAT_Agriculture Section_-,474,
Finger millet yield,kg/ha,Communal,Zimbabwe,AFRZWE,1997,ZIMSTAT_Agriculture Section_-,389,
Finger millet yield,kg/ha,LSCF,Zimbabwe,AFRZWE,1997,ZIMSTAT_Agriculture Section_-,1536,
Finger millet yield,kg/ha,Resettlement areas,Zimbabwe,AFRZWE,1997,ZIMSTAT_Agriculture Section_-,500,
Finger millet yield,kg/ha,SSCF,Zimbabwe,AFRZWE,1997,ZIMSTAT_Agriculture Section_-,431,
Finger millet yield,kg/ha,Total ,Zimbabwe,AFRZWE,1997,ZIMSTAT_Agriculture Section_-,413,
Finger millet yield,kg/ha,Communal,Zimbabwe,AFRZWE,1998,ZIMSTAT_Agriculture Section_-,170,
Finger millet yield,kg/ha,LSCF,Zimbabwe,AFRZWE,1998,ZIMSTAT_Agriculture Section_-,806,
Finger millet yield,kg/ha,Resettlement areas,Zimbabwe,AFRZWE,1998,ZIMSTAT_Agriculture Section_-,300,
Finger millet yield,kg/ha,SSCF,Zimbabwe,AFRZWE,1998,ZIMSTAT_Agriculture Section_-,300,
Finger millet yield,kg/ha,Total ,Zimbabwe,AFRZWE,1998,ZIMSTAT_Agriculture Section_-,213,
Finger millet yield,kg/ha,Communal,Zimbabwe,AFRZWE,1999,ZIMSTAT_Agriculture Section_-,469,
Finger millet yield,kg/ha,LSCF,Zimbabwe,AFRZWE,1999,ZIMSTAT_Agriculture Section_-,1265,
Finger millet yield,kg/ha,Resettlement areas,Zimbabwe,AFRZWE,1999,ZIMSTAT_Agriculture Section_-,400,
Finger millet yield,kg/ha,SSCF,Zimbabwe,AFRZWE,1999,ZIMSTAT_Agriculture Section_-,420,
Finger millet yield,kg/ha,Total ,Zimbabwe,AFRZWE,1999,ZIMSTAT_Agriculture Section_-,457,
Finger millet yield,kg/ha,Communal,Zimbabwe,AFRZWE,2000,ZIMSTAT_Agriculture Section_-,385,
Finger millet yield,kg/ha,LSCF,Zimbabwe,AFRZWE,2000,ZIMSTAT_Agriculture Section_-,1065,
Finger millet yield,kg/ha,Resettlement areas,Zimbabwe,AFRZWE,2000,ZIMSTAT_Agriculture Section_-,400,
Finger millet yield,kg/ha,SSCF,Zimbabwe,AFRZWE,2000,ZIMSTAT_Agriculture Section_-,432,
Finger millet yield,kg/ha,Total ,Zimbabwe,AFRZWE,2000,ZIMSTAT_Agriculture Section_-,392,
Finger millet yield,kg/ha,Communal,Zimbabwe,AFRZWE,2001,ZIMSTAT_Agriculture Section_-,400,
Finger millet yield,kg/ha,LSCF,Zimbabwe,AFRZWE,2001,ZIMSTAT_Agriculture Section_-,1396,
Finger millet yield,kg/ha,Resettlement areas,Zimbabwe,AFRZWE,2001,ZIMSTAT_Agriculture Section_-,400,
Finger millet yield,kg/ha,SSCF,Zimbabwe,AFRZWE,2001,ZIMSTAT_Agriculture Section_-,400,
Finger millet yield,kg/ha,Total ,Zimbabwe,AFRZWE,2001,ZIMSTAT_Agriculture Section_-,402,
Finger millet yield,kg/ha,Communal,Zimbabwe,AFRZWE,2002,ZIMSTAT_Agriculture Section_-,150,
Finger millet yield,kg/ha,LSCF,Zimbabwe,AFRZWE,2002,ZIMSTAT_Agriculture Section_-,1039,
Finger millet yield,kg/ha,Resettlement areas,Zimbabwe,AFRZWE,2002,ZIMSTAT_Agriculture Section_-,150,
Finger millet yield,kg/ha,SSCF,Zimbabwe,AFRZWE,2002,ZIMSTAT_Agriculture Section_-,150,
Finger millet yield,kg/ha,Total ,Zimbabwe,AFRZWE,2002,ZIMSTAT_Agriculture Section_-,151,
Finger millet yield,kg/ha,Communal,Zimbabwe,AFRZWE,2003,ZIMSTAT_Agriculture Section_-,559,
Finger millet yield,kg/ha,Resettlement areas,Zimbabwe,AFRZWE,2003,ZIMSTAT_Agriculture Section_-,397,
Finger millet yield,kg/ha,SSCF,Zimbabwe,AFRZWE,2003,ZIMSTAT_Agriculture Section_-,300,
Finger millet yield,kg/ha,Total ,Zimbabwe,AFRZWE,2003,ZIMSTAT_Agriculture Section_-,518,
Finger millet yield,kg/ha,A1,Zimbabwe,AFRZWE,2004,ZIMSTAT_Agriculture Section_-,616,
Finger millet yield,kg/ha,A2,Zimbabwe,AFRZWE,2004,ZIMSTAT_Agriculture Section_-,575,
Finger millet yield,kg/ha,Communal,Zimbabwe,AFRZWE,2004,ZIMSTAT_Agriculture Section_-,366,
Finger millet yield,kg/ha,LSCF,Zimbabwe,AFRZWE,2004,ZIMSTAT_Agriculture Section_-,1636,
Finger millet yield,kg/ha,Resettlement areas,Zimbabwe,AFRZWE,2004,ZIMSTAT_Agriculture Section_-,603,
Finger millet yield,kg/ha,SSCF,Zimbabwe,AFRZWE,2004,ZIMSTAT_Agriculture Section_-,339,
Finger millet yield,kg/ha,Total ,Zimbabwe,AFRZWE,2004,ZIMSTAT_Agriculture Section_-,422,
Finger millet yield,kg/ha,A1,Zimbabwe,AFRZWE,2005,ZIMSTAT_Agriculture Section_-,423,
Finger millet yield,kg/ha,A2,Zimbabwe,AFRZWE,2005,ZIMSTAT_Agriculture Section_-,585,
Finger millet yield,kg/ha,Communal,Zimbabwe,AFRZWE,2005,ZIMSTAT_Agriculture Section_-,230,
Finger millet yield,kg/ha,LSCF,Zimbabwe,AFRZWE,2005,ZIMSTAT_Agriculture Section_-,182,
Finger millet yield,kg/ha,Resettlement areas,Zimbabwe,AFRZWE,2005,ZIMSTAT_Agriculture Section_-,305,
Finger millet yield,kg/ha,SSCF,Zimbabwe,AFRZWE,2005,ZIMSTAT_Agriculture Section_-,282,
Finger millet yield,kg/ha,Total ,Zimbabwe,AFRZWE,2005,ZIMSTAT_Agriculture Section_-,265,
Finger millet yield,kg/ha,A1,Zimbabwe,AFRZWE,2006,ZIMSTAT_Agriculture Section_-,792,
Finger millet yield,kg/ha,A2,Zimbabwe,AFRZWE,2006,ZIMSTAT_Agriculture Section_-,545,
Finger millet yield,kg/ha,Communal,Zimbabwe,AFRZWE,2006,ZIMSTAT_Agriculture Section_-,339,
Finger millet yield,kg/ha,LSCF,Zimbabwe,AFRZWE,2006,ZIMSTAT_Agriculture Section_-,762,
Finger millet yield,kg/ha,Resettlement areas,Zimbabwe,AFRZWE,2006,ZIMSTAT_Agriculture Section_-,589,
Finger millet yield,kg/ha,SSCF,Zimbabwe,AFRZWE,2006,ZIMSTAT_Agriculture Section_-,309,
Finger millet yield,kg/ha,Total ,Zimbabwe,AFRZWE,2006,ZIMSTAT_Agriculture Section_-,406,
Finger millet yield,kg/ha,A1,Zimbabwe,AFRZWE,2007,ZIMSTAT_Agriculture Section_-,33,
Finger millet yield,kg/ha,A2,Zimbabwe,AFRZWE,2007,ZIMSTAT_Agriculture Section_-,396,
Finger millet yield,kg/ha,Communal,Zimbabwe,AFRZWE,2007,ZIMSTAT_Agriculture Section_-,420,
Finger millet yield,kg/ha,LSCF,Zimbabwe,AFRZWE,2007,ZIMSTAT_Agriculture Section_-,600,
Finger millet yield,kg/ha,Resettlement areas,Zimbabwe,AFRZWE,2007,ZIMSTAT_Agriculture Section_-,458,
Finger millet yield,kg/ha,SSCF,Zimbabwe,AFRZWE,2007,ZIMSTAT_Agriculture Section_-,454,
Finger millet yield,kg/ha,Total ,Zimbabwe,AFRZWE,2007,ZIMSTAT_Agriculture Section_-,417,
Finger millet yield,kg/ha,A1,Zimbabwe,AFRZWE,2010,ZIMSTAT_Agriculture Section_-,422,
Finger millet yield,kg/ha,A2,Zimbabwe,AFRZWE,2010,ZIMSTAT_Agriculture Section_-,404,
Finger millet yield,kg/ha,Communal,Zimbabwe,AFRZWE,2010,ZIMSTAT_Agriculture Section_-,241,
Finger millet yield,kg/ha,LSCF,Zimbabwe,AFRZWE,2010,ZIMSTAT_Agriculture Section_-,742,
Finger millet yield,kg/ha,Resettlement areas,Zimbabwe,AFRZWE,2010,ZIMSTAT_Agriculture Section_-,210,
Finger millet yield,kg/ha,SSCF,Zimbabwe,AFRZWE,2010,ZIMSTAT_Agriculture Section_-,308,
Finger millet yield,kg/ha,Total ,Zimbabwe,AFRZWE,2010,ZIMSTAT_Agriculture Section_-,251,
Finger millet yield,kg/ha,A1,Zimbabwe,AFRZWE,2011,ZIMSTAT_Agriculture Section_-,289,
Finger millet yield,kg/ha,A2,Zimbabwe,AFRZWE,2011,ZIMSTAT_Agriculture Section_-,375,
Finger millet yield,kg/ha,Communal,Zimbabwe,AFRZWE,2011,ZIMSTAT_Agriculture Section_-,230,
Finger millet yield,kg/ha,LSCF,Zimbabwe,AFRZWE,2011,ZIMSTAT_Agriculture Section_-,293,
Finger millet yield,kg/ha,Resettlement areas,Zimbabwe,AFRZWE,2011,ZIMSTAT_Agriculture Section_-,350,
Finger millet yield,kg/ha,SSCF,Zimbabwe,AFRZWE,2011,ZIMSTAT_Agriculture Section_-,171,
Finger millet yield,kg/ha,Total ,Zimbabwe,AFRZWE,2011,ZIMSTAT_Agriculture Section_-,237,
Finger millet yield,kg/ha,A1,Zimbabwe,AFRZWE,2012,ZIMSTAT_Agriculture Section_-,371,
Finger millet yield,kg/ha,A2,Zimbabwe,AFRZWE,2012,ZIMSTAT_Agriculture Section_-,372,
Finger millet yield,kg/ha,Communal,Zimbabwe,AFRZWE,2012,ZIMSTAT_Agriculture Section_-,296,
Finger millet yield,kg/ha,LSCF,Zimbabwe,AFRZWE,2012,ZIMSTAT_Agriculture Section_-,112,
Finger millet yield,kg/ha,Resettlement areas,Zimbabwe,AFRZWE,2012,ZIMSTAT_Agriculture Section_-,476,
Finger millet yield,kg/ha,SSCF,Zimbabwe,AFRZWE,2012,ZIMSTAT_Agriculture Section_-,227,
Finger millet yield,kg/ha,Total ,Zimbabwe,AFRZWE,2012,ZIMSTAT_Agriculture Section_-,325,
Finger millet yield,kg/ha,A1,Zimbabwe,AFRZWE,2013,ZIMSTAT_Agriculture Section_-,462,
Finger millet yield,kg/ha,A2,Zimbabwe,AFRZWE,2013,ZIMSTAT_Agriculture Section_-,682,
Finger millet yield,kg/ha,Communal,Zimbabwe,AFRZWE,2013,ZIMSTAT_Agriculture Section_-,309,
Finger millet yield,kg/ha,LSCF,Zimbabwe,AFRZWE,2013,ZIMSTAT_Agriculture Section_-,252,
Finger millet yield,kg/ha,Resettlement areas,Zimbabwe,AFRZWE,2013,ZIMSTAT_Agriculture Section_-,371,
Finger millet yield,kg/ha,SSCF,Zimbabwe,AFRZWE,2013,ZIMSTAT_Agriculture Section_-,,
Finger millet yield,kg/ha,Total ,Zimbabwe,AFRZWE,2013,ZIMSTAT_Agriculture Section_-,307,
Finger millet yield,kg/ha,A1,Zimbabwe,AFRZWE,2014,ZIMSTAT_Agriculture Section_-,511,
Finger millet yield,kg/ha,A2,Zimbabwe,AFRZWE,2014,ZIMSTAT_Agriculture Section_-,516,
Finger millet yield,kg/ha,Communal,Zimbabwe,AFRZWE,2014,ZIMSTAT_Agriculture Section_-,463,
Finger millet yield,kg/ha,LSCF,Zimbabwe,AFRZWE,2014,ZIMSTAT_Agriculture Section_-,800,
Finger millet yield,kg/ha,Resettlement areas,Zimbabwe,AFRZWE,2014,ZIMSTAT_Agriculture Section_-,458,
Finger millet yield,kg/ha,SSCF,Zimbabwe,AFRZWE,2014,ZIMSTAT_Agriculture Section_-,395,
Finger millet yield,kg/ha,Total ,Zimbabwe,AFRZWE,2014,ZIMSTAT_Agriculture Section_-,475,
Finger millet yield,kg/ha,A1,Zimbabwe,AFRZWE,2015,ZIMSTAT_Agriculture Section_-,176,
Finger millet yield,kg/ha,A2,Zimbabwe,AFRZWE,2015,ZIMSTAT_Agriculture Section_-,328,
Finger millet yield,kg/ha,Communal,Zimbabwe,AFRZWE,2015,ZIMSTAT_Agriculture Section_-,181,
Finger millet yield,kg/ha,LSCF,Zimbabwe,AFRZWE,2015,ZIMSTAT_Agriculture Section_-,465,
Finger millet yield,kg/ha,Resettlement areas,Zimbabwe,AFRZWE,2015,ZIMSTAT_Agriculture Section_-,160,
Finger millet yield,kg/ha,SSCF,Zimbabwe,AFRZWE,2015,ZIMSTAT_Agriculture Section_-,193,
Finger millet yield,kg/ha,Total ,Zimbabwe,AFRZWE,2015,ZIMSTAT_Agriculture Section_-,206,
Paprika yield,kg/ha,Communal,Zimbabwe,AFRZWE,1996,ZIMSTAT_Agriculture Section_-,200,
Paprika yield,kg/ha,LSCF,Zimbabwe,AFRZWE,1996,ZIMSTAT_Agriculture Section_-,2267,
Paprika yield,kg/ha,Resettlement areas,Zimbabwe,AFRZWE,1996,ZIMSTAT_Agriculture Section_-,250,
Paprika yield,kg/ha,SSCF,Zimbabwe,AFRZWE,1996,ZIMSTAT_Agriculture Section_-,635,
Paprika yield,kg/ha,Total ,Zimbabwe,AFRZWE,1996,ZIMSTAT_Agriculture Section_-,2214,
Paprika yield,kg/ha,Communal,Zimbabwe,AFRZWE,1997,ZIMSTAT_Agriculture Section_-,1750,
Paprika yield,kg/ha,LSCF,Zimbabwe,AFRZWE,1997,ZIMSTAT_Agriculture Section_-,2743,
Paprika yield,kg/ha,SSCF,Zimbabwe,AFRZWE,1997,ZIMSTAT_Agriculture Section_-,514,
Paprika yield,kg/ha,Total ,Zimbabwe,AFRZWE,1997,ZIMSTAT_Agriculture Section_-,2293,
Paprika yield,kg/ha,Communal,Zimbabwe,AFRZWE,1998,ZIMSTAT_Agriculture Section_-,329,
Paprika yield,kg/ha,LSCF,Zimbabwe,AFRZWE,1998,ZIMSTAT_Agriculture Section_-,2419,
Paprika yield,kg/ha,SSCF,Zimbabwe,AFRZWE,1998,ZIMSTAT_Agriculture Section_-,519,
Paprika yield,kg/ha,Total ,Zimbabwe,AFRZWE,1998,ZIMSTAT_Agriculture Section_-,1525,
Paprika yield,kg/ha,Communal,Zimbabwe,AFRZWE,1999,ZIMSTAT_Agriculture Section_-,318,
Paprika yield,kg/ha,LSCF,Zimbabwe,AFRZWE,1999,ZIMSTAT_Agriculture Section_-,2548,
Paprika yield,kg/ha,Resettlement areas,Zimbabwe,AFRZWE,1999,ZIMSTAT_Agriculture Section_-,600,
Paprika yield,kg/ha,SSCF,Zimbabwe,AFRZWE,1999,ZIMSTAT_Agriculture Section_-,5389,
Paprika yield,kg/ha,Total ,Zimbabwe,AFRZWE,1999,ZIMSTAT_Agriculture Section_-,1781,
Paprika yield,kg/ha,Communal,Zimbabwe,AFRZWE,2000,ZIMSTAT_Agriculture Section_-,938,
Paprika yield,kg/ha,LSCF,Zimbabwe,AFRZWE,2000,ZIMSTAT_Agriculture Section_-,2189,
Paprika yield,kg/ha,Resettlement areas,Zimbabwe,AFRZWE,2000,ZIMSTAT_Agriculture Section_-,700,
Paprika yield,kg/ha,SSCF,Zimbabwe,AFRZWE,2000,ZIMSTAT_Agriculture Section_-,430,
Paprika yield,kg/ha,Total ,Zimbabwe,AFRZWE,2000,ZIMSTAT_Agriculture Section_-,1872,
Paprika yield,kg/ha,Communal,Zimbabwe,AFRZWE,2001,ZIMSTAT_Agriculture Section_-,228,
Paprika yield,kg/ha,LSCF,Zimbabwe,AFRZWE,2001,ZIMSTAT_Agriculture Section_-,2585,
Paprika yield,kg/ha,Resettlement areas,Zimbabwe,AFRZWE,2001,ZIMSTAT_Agriculture Section_-,400,
Paprika yield,kg/ha,SSCF,Zimbabwe,AFRZWE,2001,ZIMSTAT_Agriculture Section_-,400,
Paprika yield,kg/ha,Total ,Zimbabwe,AFRZWE,2001,ZIMSTAT_Agriculture Section_-,1115,
Paprika yield,kg/ha,Communal,Zimbabwe,AFRZWE,2002,ZIMSTAT_Agriculture Section_-,311,
Paprika yield,kg/ha,LSCF,Zimbabwe,AFRZWE,2002,ZIMSTAT_Agriculture Section_-,2516,
Paprika yield,kg/ha,Resettlement areas,Zimbabwe,AFRZWE,2002,ZIMSTAT_Agriculture Section_-,400,
Paprika yield,kg/ha,SSCF,Zimbabwe,AFRZWE,2002,ZIMSTAT_Agriculture Section_-,300,
Paprika yield,kg/ha,Total ,Zimbabwe,AFRZWE,2002,ZIMSTAT_Agriculture Section_-,596,
Paprika yield,kg/ha,Communal,Zimbabwe,AFRZWE,2003,ZIMSTAT_Agriculture Section_-,486,
Paprika yield,kg/ha,LSCF,Zimbabwe,AFRZWE,2003,ZIMSTAT_Agriculture Section_-,3000,
Paprika yield,kg/ha,Resettlement areas,Zimbabwe,AFRZWE,2003,ZIMSTAT_Agriculture Section_-,443,
Paprika yield,kg/ha,SSCF,Zimbabwe,AFRZWE,2003,ZIMSTAT_Agriculture Section_-,350,
Paprika yield,kg/ha,Total ,Zimbabwe,AFRZWE,2003,ZIMSTAT_Agriculture Section_-,1173,
Paprika yield,kg/ha,Communal,Zimbabwe,AFRZWE,2004,ZIMSTAT_Agriculture Section_-,400,
Paprika yield,kg/ha,LSCF,Zimbabwe,AFRZWE,2004,ZIMSTAT_Agriculture Section_-,1139,
Paprika yield,kg/ha,Resettlement areas,Zimbabwe,AFRZWE,2004,ZIMSTAT_Agriculture Section_-,664,
Paprika yield,kg/ha,SSCF,Zimbabwe,AFRZWE,2004,ZIMSTAT_Agriculture Section_-,342,
Paprika yield,kg/ha,Total ,Zimbabwe,AFRZWE,2004,ZIMSTAT_Agriculture Section_-,820,
Paprika yield,kg/ha,Communal,Zimbabwe,AFRZWE,2005,ZIMSTAT_Agriculture Section_-,57,
Paprika yield,kg/ha,LSCF,Zimbabwe,AFRZWE,2005,ZIMSTAT_Agriculture Section_-,1889,
Paprika yield,kg/ha,Resettlement areas,Zimbabwe,AFRZWE,2005,ZIMSTAT_Agriculture Section_-,524,
Paprika yield,kg/ha,SSCF,Zimbabwe,AFRZWE,2005,ZIMSTAT_Agriculture Section_-,361,
Paprika yield,kg/ha,Total ,Zimbabwe,AFRZWE,2005,ZIMSTAT_Agriculture Section_-,575,
Paprika yield,kg/ha,Communal,Zimbabwe,AFRZWE,2006,ZIMSTAT_Agriculture Section_-,318,
Paprika yield,kg/ha,LSCF,Zimbabwe,AFRZWE,2006,ZIMSTAT_Agriculture Section_-,1135,
Paprika yield,kg/ha,Resettlement areas,Zimbabwe,AFRZWE,2006,ZIMSTAT_Agriculture Section_-,752,
Paprika yield,kg/ha,SSCF,Zimbabwe,AFRZWE,2006,ZIMSTAT_Agriculture Section_-,375,
Paprika yield,kg/ha,Total ,Zimbabwe,AFRZWE,2006,ZIMSTAT_Agriculture Section_-,663,
Paprika yield,kg/ha,A1,Zimbabwe,AFRZWE,2007,ZIMSTAT_Agriculture Section_-,600,
Paprika yield,kg/ha,A2,Zimbabwe,AFRZWE,2007,ZIMSTAT_Agriculture Section_-,500,
Paprika yield,kg/ha,Communal,Zimbabwe,AFRZWE,2007,ZIMSTAT_Agriculture Section_-,367,
Paprika yield,kg/ha,LSCF,Zimbabwe,AFRZWE,2007,ZIMSTAT_Agriculture Section_-,928,
Paprika yield,kg/ha,Resettlement areas,Zimbabwe,AFRZWE,2007,ZIMSTAT_Agriculture Section_-,535,
Paprika yield,kg/ha,SSCF,Zimbabwe,AFRZWE,2007,ZIMSTAT_Agriculture Section_-,277,
Paprika yield,kg/ha,Total ,Zimbabwe,AFRZWE,2007,ZIMSTAT_Agriculture Section_-,515,
Paprika yield,kg/ha,A1,Zimbabwe,AFRZWE,2010,ZIMSTAT_Agriculture Section_-,543,
